sq_meters;functionality;year_build;concrete_base;single_wall_length;brick_wall_total;glass_windows_lengh;glass_window_area;steel;copper;glass;polystyrene;timber
9032;1;1994;2709.6;95.03683496;106.4412552;8;4;3257.32;882.6976;1809.9;2981.46;903.9
1404;1;1957;421.2;37.46998799;41.96638655;9;4;514.74;139.6072;282.3;467.12;142.1
6499;2;2016;1949.7;80.61637551;90.29034057;27;8;2345.24;631.8032;1305;2150.57;650.3
10052;3;1994;3015.6;100.2596629;112.2908224;71;2;3630.02;977.6336;2023.9;3321.46;1006.9
385;3;1992;115.5;19.62141687;21.97598689;10;2;142.8;41.968;84.9;132.75;40.5
55;1;2011;16.5;7.416198487;8.306142306;4;8;27.8;7.824;15.5;20.95;8.7
163;2;2012;48.9;12.76714533;14.29920277;3;4;60.48;22.6784;39.3;57.79;19.4
10810;2;2018;3243;103.9711498;116.4476878;103;1;3901.2;1050.608;2162.9;3567.8;1081.1
5861;3;1953;1758.3;76.55716818;85.74402836;41;2;2112.86;574.0448;1177.9;1937.63;586.3
3709;3;1990;1112.7;60.90155991;68.2097471;50;6;1341.44;367.7312;747.2;1223.97;373.3
7347;2;1948;2204.1;85.71464286;96.0004;22;6;2658.72;720.0896;1482.1;2427.11;737.3
549;2;2009;164.7;23.43074903;26.24243891;9;4;204.24;57.2432;119.9;185.57;58.3
70;1;1963;21;8.366600265;9.370592297;5;3;39.7;16.676;26.3;23.3;7.7
1084;1;1968;325.2;32.92415527;36.8750539;13;3;398.14;109.7312;228.1;361.22;110.4
2571;1;1997;771.3;50.70502934;56.78963286;34;2;938.66;255.6728;521.1;851.73;261
1820;1;1984;546;42.66145802;47.78083298;7;3;657.9;176.376;370.3;601.7;184.8
4993;3;2012;1497.9;70.66116331;79.1405029;23;4;1800.08;488.5224;1003.4;1648.29;500.9
4369;2;1995;1310.7;66.09841148;74.03022086;50;2;1584.44;426.0192;875.7;1446.17;439.4
10770;2;1951;3231;103.7786105;116.2320438;34;1;3892.1;1049.536;2168.4;3555.8;1077.1
1734;1;1947;520.2;41.64132563;46.6382847;26;1;637.54;170.2512;354.4;572.52;177
7890;3;1982;2367;88.82567196;99.4847526;77;2;2845.1;772.852;1590;2608.1;792.9
7277;1;1942;2183.1;85.30533395;95.54197402;34;4;2633.52;712.9136;1469.7;2406.31;728.5
3848;3;2002;1154.4;62.03224968;69.47611964;59;2;1395.58;380.6864;778.9;1269.84;386.5
2704;3;2017;811.2;52;58.24;26;4;982.24;269.6472;553.6;897.92;271
8211;3;1961;2463.3;90.61456837;101.4883166;47;2;2960.36;799.2248;1645.4;2713.73;823.7
8540;1;1975;2562;92.41212042;103.5015749;86;1;3084.4;832.472;1709.6;2821.6;854.3
718;1;1945;215.4;26.79552201;30.01098466;18;6;271.88;71.3024;147.3;239.94;73
1561;1;1962;468.3;39.50949253;44.25063163;36;3;568.56;156.1048;315.4;519.33;157.4
4709;3;1981;1412.7;68.62215386;76.85681232;56;8;1700.04;465.8312;945.4;1555.97;471
8290;3;1976;2487;91.04943712;101.9753696;29;4;2989.9;811.172;1661;2737.9;832.7
10562;2;2005;3168.6;102.7715914;115.1041824;95;6;3804.82;1032.0016;2119.9;3490.86;1056.2
537;1;1957;161.1;23.17326045;25.95405171;17;8;202.02;53.0816;114.3;179.01;57.6
3371;3;1978;1011.3;58.06031347;65.02755108;34;8;1218.66;334.0128;686.3;1114.73;338.2
410;1;1956;123;20.24845673;22.67827154;3;2;150.2;47.388;83.3;137.2;42.6
8042;3;1962;2412.6;89.67719889;100.4384628;57;4;2897.12;779.8656;1615.1;2654.96;806.8
8062;1;2008;2418.6;89.78864071;100.5632776;84;8;2911.02;787.2016;1618.3;2665.76;809
6243;1;1988;1872.9;79.01265721;88.49417608;11;4;2260.08;609.0224;1249.5;2060.99;627.1
2632;3;1988;789.6;51.30302135;57.45938392;45;6;948.62;262.2776;534.9;869.36;266.3
9474;1;1964;2842.2;97.33447488;109.0146119;29;3;3415.24;921.2832;1895.5;3132.32;949
2649;3;1995;794.7;51.46843693;57.64464936;6;2;966.54;264.5232;531.1;875.17;268.9
7445;2;1965;2233.5;86.28441342;96.63854304;29;4;2681.9;724.976;1496.8;2460.95;746.9
9714;2;1990;2914.2;98.55962662;110.3867818;89;8;3507.04;943.1152;1952.7;3207.32;971.9
6038;2;2010;1811.4;77.70456872;87.02911697;50;1;2176.28;589.9784;1210.7;1997.84;606.4
8311;1;2009;2493.3;91.16468615;102.1044485;41;4;2991.96;813.3048;1674.7;2745.63;832.2
1777;2;1993;533.1;42.15447782;47.21301515;38;1;651.62;172.9136;367.8;588.91;178
5003;1;1948;1500.9;70.73188814;79.21971472;49;6;1806.28;486.6904;1000.7;1652.29;500.5
6125;2;1956;1837.5;78.26237921;87.65386472;68;3;2211.9;593.1;1233.6;2023.45;614.5
7880;3;2001;2364;88.76936408;99.42168777;43;3;2847.8;770.084;1584.2;2600.9;789.2
5296;3;1988;1588.8;72.77362159;81.50645619;34;4;1909.16;514.1528;1070.7;1748.98;531.9
993;2;1989;297.9;31.51190251;35.29333081;5;3;369.68;103.5224;210.7;331.99;102.3
2933;2;1954;879.9;54.15717866;60.65604009;50;1;1066.58;290.7144;595.7;971.09;296.5
10230;3;1988;3069;101.1434625;113.280678;95;4;3697.4;991.764;2058.5;3379.1;1024.7
5861;1;1993;1758.3;76.55716818;85.74402836;31;1;2111.16;573.9448;1186;1938.63;587.7
8315;3;1986;2494.5;91.18662183;102.1290164;23;1;3003.7;813.792;1667;2748.15;833.3
6816;1;1983;2044.8;82.55906976;92.46615813;75;4;2456.16;664.6888;1369.8;2253.08;683.6
9973;2;1975;2991.9;99.86490875;111.8486978;53;2;3601.58;969.0864;1997.2;3296.89;998.2
465;2;1979;139.5;21.56385865;24.15152169;20;2;167.9;54.412;101.7;157.85;50.3
3800;1;1981;1140;61.64414003;69.04143683;16;8;1378.7;374.64;769.4;1260;383
5920;2;2014;1776;76.94153625;86.1745206;4;2;2140.8;580.456;1197.1;1953.8;594.7
8693;3;1976;2607.9;93.23625904;104.4246101;83;2;3143.08;847.6824;1745.7;2873.69;872.8
9456;2;2013;2836.8;97.24196625;108.9110022;31;8;3405.16;919.3408;1895.2;3121.18;947.4
10702;3;1984;3210.6;103.4504712;115.8645278;6;3;3865.92;1041.3536;2146.4;3536.46;1070.2
8053;1;2002;2415.9;89.73850901;100.5071301;73;4;2914.08;782.5304;1610.8;2657.49;809.3
4535;3;1954;1360.5;67.34240863;75.42349766;15;2;1638.3;448.688;908.9;1499.95;454.6
9706;3;1978;2911.8;98.51903369;110.3413177;20;2;3500.86;942.2408;1941.7;3206.08;970.6
10199;3;1959;3059.7;100.9900985;113.1089103;8;4;3683.24;988.4632;2042.3;3371.27;1020.3
5750;3;1947;1725;75.82875444;84.92820497;64;2;2074;558.8;1162.4;1897.7;578.3
9415;1;1994;2824.5;97.03092291;108.6746337;8;3;3392.7;915.072;1894.4;3107.45;943.3
3226;1;1996;967.8;56.79788728;63.61363376;10;2;1168.26;315.1768;646;1069.08;323.5
8157;2;1960;2447.1;90.31611152;101.1540449;34;3;2950.62;795.4976;1639.3;2694.31;818.8
10033;2;1972;3009.9;100.1648641;112.1846478;53;1;3612.48;974.3944;2016.2;3315.29;1005.3
8671;3;1943;2601.3;93.11820445;104.292389;44;4;3127.26;846.3528;1742.6;2865.03;869.4
9922;2;1948;2976.6;99.60923652;111.5623449;23;2;3580.22;970.4496;1985.1;3276.66;996.1
344;3;1940;103.2;18.54723699;20.77290543;11;2;134.54;41.7992;82.9;114.22;37.1
10313;1;1962;3093.9;101.5529419;113.7392949;42;3;3721.28;998.9984;2075.8;3404.99;1032.5
3753;1;1995;1125.9;61.26173357;68.6131416;6;8;1353.68;370.9904;751.5;1241.09;378.9
6607;2;1953;1982.1;81.28345465;91.03746921;16;3;2385.02;645.6576;1329.4;2180.41;663.4
10307;2;1960;3092.1;101.5233963;113.7062039;35;3;3723.32;999.5176;2071.4;3404.61;1034.2
5017;3;1958;1505.1;70.83078427;79.33047838;22;4;1817.02;489.5456;1004.1;1657.81;505.7
10758;3;1972;3227.4;103.720779;116.1672725;49;4;3874.18;1050.1744;2157.2;3552.64;1078.1
6165;1;2010;1849.5;78.51751397;87.93961565;34;1;2227.2;602.272;1242.7;2036.55;620.4
2886;2;1970;865.8;53.72150407;60.16808456;31;1;1042.46;279.5648;580.5;957.98;291.1
9391;2;1962;2817.3;96.90717208;108.5360327;63;8;3388.46;913.3488;1884.5;3102.03;943
3671;1;2007;1101.3;60.58877784;67.85943118;34;4;1333.16;360.8528;735.8;1211.93;370.3
5028;1;1951;1508.4;70.9083916;79.4173986;6;2;1817.48;490.8104;1009.6;1662.44;504.3
2689;3;1955;806.7;51.85556865;58.07823689;33;2;969.34;266.2952;544.6;891.07;271.7
7387;1;1970;2216.1;85.94765849;96.26137751;72;4;2668.02;721.3616;1492.4;2440.61;742.7
10018;3;1941;3005.4;100.0899595;112.1007547;20;8;3608.68;974.9424;2016.8;3307.14;1002.4
10200;2;2013;3060;100.9950494;113.1144553;11;3;3684.9;990.16;2045.6;3370.9;1021.2
3125;1;2005;937.5;55.90169944;62.60990337;29;4;1129.4;311.2;627.9;1033.25;315.9
6295;1;1959;1888.5;79.34103604;88.86196037;19;2;2277.2;612.456;1269.3;2081.45;633.2
5032;1;1997;1509.6;70.9365914;79.44898237;30;6;1814.42;488.7976;1010.8;1662.86;505.5
7542;3;2003;2262.6;86.84468896;97.26605163;33;4;2727.22;732.7656;1512.2;2493.46;758.2
1299;1;1985;389.7;36.04164258;40.36663969;22;8;468.14;128.4432;271.7;430.07;131.5
4536;3;1978;1360.8;67.34983296;75.43181292;15;2;1639.16;448.4848;912.6;1497.98;453.8
10802;2;1978;3240.6;103.9326705;116.404591;47;8;3892.22;1048.1336;2173.5;3566.76;1084
5329;1;2002;1598.7;73;81.76;1;1;1928.44;524.4472;1080.2;1761.17;536.7
1102;3;1956;330.6;33.19638535;37.17995159;14;2;404.52;114.8736;231.4;367.06;113.2
10548;3;1998;3164.4;102.7034566;115.0278714;43;4;3801.78;1027.6464;2115.9;3481.94;1058.4
3324;2;1971;997.2;57.65414122;64.57263817;4;1;1201.54;325.5632;678.1;1099.52;332.9
6305;2;1972;1891.5;79.40403012;88.93251374;26;2;2275.6;617.424;1266.9;2084.45;632.9
10803;1;1993;3240.9;103.9374812;116.409979;45;2;3903.88;1046.8304;2174.9;3569.79;1080.5
2076;2;1942;622.8;45.563143;51.03072016;22;1;748.06;201.8568;416.5;689.98;211.5
4596;3;2002;1378.8;67.79380503;75.92906163;10;4;1660.96;452.8928;919.3;1522.68;461.2
7591;3;1968;2277.3;87.12634504;97.58150644;23;1;2733.36;740.9088;1520.7;2505.03;761.4
2832;2;1962;849.6;53.21653878;59.60252344;9;2;1029.52;278.0376;580.3;938.66;285.9
7318;1;1951;2195.4;85.54530963;95.81074679;33;8;2640.68;713.9824;1476.4;2418.14;731.8
5045;2;1961;1513.5;71.02816343;79.55154304;28;3;1818.4;491.056;1009.5;1668.95;506.3
8034;3;1955;2410.2;89.63258336;100.3884934;39;1;2895.24;781.2912;1610.8;2652.82;805.6
3826;2;2013;1147.8;61.85466838;69.27722858;29;6;1388.56;380.0568;777.7;1263.68;386.3
214;3;1958;64.2;14.62873884;16.3841875;9;4;78.44;22.0152;52.6;76.42;22
3048;2;1960;914.4;55.20869497;61.83373836;54;8;1111.38;297.9464;622.4;1006.64;305.9
1969;2;1996;590.7;44.37341546;49.69822532;10;4;716.34;192.9992;404.8;650.77;199.2
209;1;1970;62.7;14.45683229;16.19165217;14;6;78.34;20.4312;44.7;72.47;21
8617;1;1985;2585.1;92.82779756;103.9671333;35;4;3109.32;834.6256;1726.7;2843.91;864
1054;3;1993;316.2;32.46536616;36.3612101;26;8;384.14;108.5272;214.2;350.32;106.1
473;1;1944;141.9;21.74856317;24.35839075;9;4;180.78;54.7864;104.2;156.19;48.6
10400;1;1951;3120;101.9803903;114.2180371;25;2;3757.1;1013.52;2091.3;3437.4;1042.4
10173;2;1975;3051.9;100.8612909;112.9646458;27;8;3666.08;992.2464;2043.2;3362.49;1020.2
4397;2;1941;1319.1;66.3098786;74.26706403;54;2;1591.12;431.6296;883.5;1454.61;442.7
3385;1;1983;1015.5;58.18075283;65.16244317;4;3;1227.9;336.968;677.9;1118.05;341.5
2671;1;1972;801.3;51.68171824;57.88352443;37;8;968.56;266.8528;545.9;884.43;267.2
3533;1;1946;1059.9;59.43904441;66.57172974;18;2;1277.38;351.1944;717.9;1171.59;356.7
3230;1;1946;969;56.83308895;63.65305963;19;6;1172.7;321.464;656.6;1068.4;324.5
3222;2;2017;966.6;56.76266379;63.57418344;49;3;1170.52;314.0896;651.1;1066.56;325.9
853;3;1956;255.9;29.20616373;32.71090338;27;4;318.88;87.3704;177.9;282.89;87.8
8079;1;1993;2423.7;89.88325762;100.6692485;24;2;2914.14;791.7472;1619.6;2669.07;809.7
5208;3;1956;1562.4;72.16647421;80.82645112;45;4;1875.58;509.4344;1048.8;1719.64;521.7
5933;2;2008;1779.9;77.02596965;86.269086;48;4;2149.88;584.2144;1196.3;1957.99;593.3
8976;1;1945;2692.8;94.74175426;106.1107648;49;2;3236.96;873.6768;1808.7;2964.08;898
2017;2;1977;605.1;44.91102315;50.30034592;15;3;733.32;197.6456;403.8;668.31;203.8
1350;1;1956;405;36.74234614;41.15142768;2;4;491.7;132.68;280.6;447.9;136.9
439;2;1963;131.7;20.95232684;23.46660606;15;2;160.04;50.0952;100.1;148.47;47.6
8457;1;1958;2537.1;91.96194865;102.9973825;45;1;3055.62;820.6376;1705.3;2796.11;846.4
3695;1;1954;1108.5;60.78651166;68.08089306;57;2;1339.7;366.576;741.1;1221.65;370.6
9911;2;1984;2973.3;99.55400544;111.5004861;47;8;3570.16;967.4848;1993.2;3276.13;994.6
2863;3;1976;858.9;53.50700889;59.92784995;13;6;1040.98;285.3384;573.1;945.89;289.9
10065;1;2018;3019.5;100.3244736;112.3634104;13;2;3628.6;984.092;2025.5;3326.85;1006.6
9454;2;1993;2836.2;97.23168208;108.8994839;57;2;3410.64;923.5472;1891;3124.82;949.2
5975;1;2015;1792.5;77.29812417;86.57389907;31;3;2162.6;585.08;1206;1974.45;601.1
1093;2;2007;327.9;33.06055051;37.02781657;6;2;397.38;115.0024;227;364.19;113.1
599;2;1988;179.7;24.4744765;27.41141368;7;6;227.44;65.1832;133;200.77;63.3
5538;3;1952;1661.4;74.41773982;83.3478686;29;8;1993.88;542.1784;1107.9;1828.44;557.2
5278;2;1995;1583.4;72.64984515;81.36782657;5;2;1907.78;517.8104;1070.3;1741.74;531.6
5586;3;2019;1675.8;74.73954776;83.7082935;16;6;2011.56;541.8248;1125.6;1845.58;560
7145;3;1966;2143.5;84.52810184;94.67147406;82;2;2579.4;692.636;1442.3;2363.15;716.2
3632;3;1999;1089.6;60.26607669;67.4980059;53;3;1321.82;356.5776;736.2;1204.06;364.1
7709;3;1974;2312.7;87.80091116;98.3370205;28;4;2779.64;751.2312;1544.9;2548.57;773.9
10521;3;1951;3156.3;102.571926;114.8805571;57;2;3794.06;1024.1328;2112;3477.33;1052.9
2333;3;1986;699.9;48.3011387;54.09727535;13;2;840.68;226.8344;479.7;770.79;237
10125;1;1995;3037.5;100.623059;112.6978261;93;2;3649;986.9;2026.1;3345.15;1015
2974;1;1981;892.2;54.53439282;61.07851996;44;4;1084.74;296.9832;600.2;982.72;300.8
2342;3;1968;702.6;48.39421453;54.20152027;39;2;854.82;226.9056;482.7;774.66;235.3
5344;3;1968;1603.2;73.10266753;81.87498763;5;2;1926.34;521.5992;1072.8;1767.02;535.5
7885;3;1974;2365.5;88.79752249;99.45322519;4;4;2842.3;770.168;1578.1;2606.75;790.7
2604;1;1946;781.2;51.02940329;57.15293168;35;4;947.34;257.6672;532.9;863.42;260.4
570;3;1979;171;23.87467277;26.73963351;15;4;209.2;64.476;122.4;192.7;60.3
4215;3;1982;1264.5;64.92303135;72.71379511;33;8;1527.2;417.012;852.4;1391.45;425.3
356;2;1941;106.8;18.86796226;21.13211774;8;6;128.16;43.5608;76;119.88;39.6
8215;2;1992;2464.5;90.63663718;101.5130336;40;3;2969.8;804.612;1647.3;2715.85;825.2
4019;1;1981;1205.7;63.39558344;71.00305346;16;4;1453.94;396.4392;805.3;1329.67;405.9
2899;2;1963;869.7;53.8423625;60.303446;7;1;1048.74;285.8232;587.8;960.67;293.1
9743;2;2012;2922.9;98.70663605;110.5514324;32;8;3520.88;948.7224;1961.1;3220.29;975.7
10485;2;1983;3145.5;102.396289;114.6838437;45;8;3779.9;1018.048;2109.1;3460.85;1051.3
5649;2;1963;1694.7;75.1598297;84.17900926;30;2;2046.84;553.2232;1133.5;1868.97;565.8
3474;1;1963;1042.2;58.94064811;66.01352589;53;1;1252.74;338.4832;703.9;1146.62;349.9
8465;3;1985;2539.5;92.00543462;103.0460868;19;1;3050.7;825.512;1694;2794.45;846.7
3178;3;1986;953.4;56.37375276;63.13860309;14;4;1155.38;308.4304;635.7;1050.64;319
9854;3;1941;2956.2;99.26731587;111.1793938;93;2;3550.54;954.1672;1972.3;3255.72;986.8
5435;1;1942;1630.5;73.72245248;82.56914678;40;2;1956.7;535.408;1089.2;1798.55;546.9
4770;2;1968;1431;69.0651866;77.35300899;6;6;1726.1;470.836;959.5;1579.7;480.3
3464;1;2006;1039.2;58.85575588;65.91844658;34;8;1261.34;337.8152;694.3;1144.02;347.5
9649;3;1999;2894.7;98.22932352;110.0168423;25;4;3488.14;939.0232;1944.7;3189.97;968.8
7345;2;1986;2203.5;85.70297544;95.9873325;32;4;2648.5;715.096;1469.3;2426.45;736.7
6106;1;1980;1831.8;78.14089838;87.51780619;12;3;2213.16;593.8608;1221.2;2018.58;612.5
5202;3;1970;1560.6;72.12489168;80.77987868;8;6;1885.82;512.2536;1043.4;1717.26;523.9
1702;3;1966;510.6;41.25530269;46.20593901;28;4;623.92;165.6536;340.7;565.46;173.8
7617;3;1996;2285.1;87.27542609;97.74847723;31;6;2744.82;739.2256;1532.6;2518.41;763.9
288;1;2015;86.4;16.97056275;19.00703028;6;4;111.28;30.3784;69.7;95.64;32.6
1143;3;2018;342.9;33.80828301;37.86527697;3;4;426.08;116.7424;236.4;382.99;114.3
10161;1;1949;3048.3;100.8017857;112.898;59;3;3669.46;986.8848;2039.9;3358.23;1020
2424;2;1948;727.2;49.2341345;55.14223064;9;3;884.74;240.3432;497.9;805.02;242.9
935;2;1986;280.5;30.5777697;34.24710207;8;2;341.7;98.108;190.1;308.75;94.7
4044;2;1973;1213.2;63.59245238;71.22354667;3;8;1466.14;398.3592;812.9;1338.02;407.1
4645;1;1961;1393.5;68.15423685;76.33274527;7;2;1673.4;450.036;933;1537.85;466.8
4984;1;1971;1495.2;70.59745038;79.06914442;22;3;1796.34;491.0512;1008.7;1649.82;501.5
1444;3;2019;433.2;38;42.56;13;2;524.64;149.7792;299.2;481.12;145.2
1660;1;1991;498;40.74309757;45.63226928;3;4;600.3;168.488;333.4;552.4;167.2
4931;1;1953;1479.3;70.22107946;78.64760899;22;2;1784.66;482.1208;994.9;1629.83;494.3
10614;1;1971;3184.2;103.024269;115.3871813;43;4;3825.84;1035.5352;2133;3506.92;1064.6
7137;2;2006;2141.1;84.48076704;94.61845909;27;3;2574.52;698.2616;1430.7;2356.21;717.1
4126;1;1959;1237.8;64.23394741;71.9420211;14;6;1491.76;403.1968;830.1;1362.08;414.4
5233;3;2000;1569.9;72.33947747;81.02021476;67;4;1893.18;516.2544;1053.7;1730.59;527.3
671;1;1990;201.3;25.90366769;29.01210782;2;4;245.46;66.9528;144.3;223.63;68.4
584;2;1944;175.2;24.16609195;27.06602298;5;2;224.94;60.5312;123.5;195.02;62
6650;2;1962;1995;81.54753215;91.33323601;35;2;2398;644.42;1340;2199.3;667.8
10805;1;1997;3241.5;103.9471019;116.4207542;29;3;3895.4;1048.024;2169.2;3570.55;1082
4054;1;1973;1216.2;63.67102952;71.31155306;36;4;1461.34;393.3272;820.4;1341.32;406.5
5379;3;2016;1613.7;73.34166619;82.14266614;35;4;1948.84;524.6872;1083.2;1775.77;539.6
1040;3;1948;312;32.24903099;36.11891471;5;1;386.4;105.672;214.4;347.9;107.6
4887;1;1963;1466.1;69.90708119;78.29593093;5;3;1760.32;478.0616;979.9;1615.31;491
9795;2;1988;2938.5;98.96969233;110.8460554;63;8;3536.5;951.556;1964.8;3232.65;981.6
7611;2;1994;2283.3;87.24104539;97.70997083;49;8;2753.76;742.0448;1534.4;2512.33;762.8
4961;2;2013;1488.3;70.43436661;78.88649061;11;8;1795.16;487.8248;1004.1;1637.13;497.5
8271;1;2003;2481.3;90.94503835;101.8584429;44;4;2990.36;807.9328;1656.9;2729.63;830.8
4281;3;2004;1284.3;65.42935121;73.28087336;60;2;1552.36;416.6008;861.1;1413.63;431.8
3224;2;1991;967.2;56.78027827;63.59391166;29;8;1169.24;318.9832;646.7;1068.92;326.1
833;3;1966;249.9;28.86173938;32.3251481;19;2;306.18;87.2344;169.3;280.29;83.8
2528;2;2009;758.4;50.27922036;56.3127268;25;6;923.68;251.8104;508.5;839.34;254
2140;1;1978;642;46.26013402;51.81135011;15;2;773.3;215.752;442.2;709.3;216.4
7381;2;1971;2214.3;85.91274643;96.22227601;23;8;2669.26;724.1808;1490.9;2437.43;738.7
32;3;1971;9.6;5.656854249;6.335676759;5;4;13.42;9.5976;18.6;14.16;4.5
5824;1;2000;1747.2;76.31513611;85.47295245;63;1;2110.14;568.8632;1171.6;1924.92;586.3
7698;3;1964;2309.4;87.73824708;98.26683673;87;4;2782.98;752.7664;1546.9;2540.54;771.7
1136;2;1974;340.8;33.70459909;37.74915098;9;2;413.86;119.7648;229.8;378.68;115.9
5996;1;1999;1798.8;77.43384273;86.72590386;47;4;2169.16;583.0128;1207.3;1982.78;600.6
1301;1;1982;390.3;36.06937759;40.3977029;2;4;481.16;128.9368;264.8;433.23;134
8424;1;2001;2527.2;91.78235124;102.7962334;29;4;3038.94;825.3432;1687.9;2782.32;843.9
9830;3;2016;2949;99.14635646;111.0439192;2;3;3547;951.944;1980.4;3248.8;984.3
7264;3;1998;2179.2;85.22910301;95.45659537;23;8;2616.64;710.8552;1458.1;2398.12;730.3
209;1;1964;62.7;14.45683229;16.19165217;11;2;86.84;27.8312;46.6;69.47;23.8
2723;3;2003;816.9;52.1823725;58.4442572;2;3;986.88;272.8864;546.7;903.39;276.2
3075;3;2001;922.5;55.45268253;62.10700444;21;4;1115.5;298.36;615.5;1015.35;310.4
8391;3;1974;2517.3;91.60240172;102.5946899;58;4;3029.46;819.7488;1687.7;2774.23;839.8
945;2;1975;283.5;30.7408523;34.42975457;21;8;344.9;92.676;197.7;312.55;98.1
2725;1;2009;817.5;52.20153254;58.46571645;14;2;993.4;267.58;553.3;903.75;274.2
3949;2;1959;1184.7;62.84106937;70.3819977;55;4;1425.34;388.5632;795.5;1305.97;398
9134;1;1963;2740.2;95.57196242;107.0405979;32;4;3292.04;891.6712;1832.6;3016.32;916.9
3664;1;1955;1099.2;60.5309838;67.79470186;28;3;1323.44;364.6752;735.5;1210.72;368.3
2550;3;1952;765;50.49752469;56.55722765;11;4;919.6;252.74;516.5;844.4;258.5
4856;2;1996;1456.8;69.68500556;78.04720623;13;4;1753.06;480.0608;979.2;1603.88;488.6
4693;1;1987;1407.9;68.50547423;76.72613114;10;2;1694.88;455.0824;952;1552.79;469.5
6290;2;1983;1887;79.30952024;88.82666266;25;4;2278.5;616.872;1262.1;2076.8;630.9
5891;3;2019;1767.3;76.75285011;85.96319212;43;4;2124.46;572.3488;1183.2;1949.13;590.9
3965;3;1978;1189.5;62.96824597;70.52443548;2;8;1431.2;385.712;806.9;1309.35;397.2
7631;3;1967;2289.3;87.35559513;97.83826654;32;3;2758.06;740.0808;1535.6;2523.53;765.1
7768;2;1979;2330.4;88.13625815;98.71260912;57;3;2796.88;758.5424;1563;2563.44;777.7
5142;2;1979;1542.6;71.70774017;80.31266899;38;8;1861.72;500.2456;1042.3;1699.06;517.6
686;3;1955;205.8;26.19160171;29.33459391;18;4;248.56;70.4048;142.5;228.78;72.4
1055;1;2008;316.5;32.48076354;36.37845516;27;4;392.9;108.224;220.9;348.25;109.3
3851;1;1958;1155.3;62.05642594;69.50319705;13;8;1387.46;375.4768;773.6;1274.43;386.8
8586;3;1961;2575.8;92.66067127;103.7799518;23;4;3104.96;833.2248;1730.2;2837.98;861.1
6898;1;2009;2069.4;83.05419917;93.02070307;51;4;2493.18;671.0264;1394.5;2279.04;689.9
9065;2;2011;2719.5;95.21029356;106.6355288;44;3;3275;884.592;1821.9;2997.15;910.1
3984;2;1953;1195.2;63.11893535;70.69320759;41;4;1443.24;394.3512;806.3;1320.22;399.6
4030;3;1944;1209;63.48228099;71.10015471;22;2;1455.4;394.304;807.8;1330.8;405.7
10766;2;1967;3229.8;103.7593369;116.2104574;93;4;3886.96;1045.0488;2157.7;3553.98;1077.5
1949;1;1965;584.7;44.14748011;49.44517772;37;3;708.94;193.4632;397.9;648.77;195.1
4133;2;2008;1239.9;64.28841264;72.00302216;10;2;1499.48;406.3744;827.6;1367.49;413.3
9543;3;1995;2862.9;97.68827975;109.4108733;5;3;3447.78;930.2624;1915.9;3152.99;955.1
3758;3;1986;1127.4;61.3025285;68.65883192;16;2;1357.08;365.4744;758.1;1245.54;379.4
744;3;1973;223.2;27.27636339;30.549527;8;2;272.94;79.3192;154.2;246.72;76
3118;3;1986;935.4;55.83905443;62.53974097;31;6;1124.58;308.4224;627.5;1032.54;312
3742;1;2001;1122.6;61.17188897;68.51251564;43;1;1347.42;364.1256;754.2;1240.46;377.4
1743;1;2001;522.9;41.74925149;46.75916167;7;2;638.48;175.4224;348.8;577.99;176.4
6503;1;1952;1950.9;80.64118055;90.31812221;56;8;2353.98;639.0904;1303.6;2147.49;652.1
652;3;1997;195.6;25.53429067;28.59840555;21;2;241.72;71.7136;131.6;218.76;67.5
93;2;2016;27.9;9.643650761;10.80088885;7;2;34.18;18.2024;23.2;33.49;10.8
5721;3;1992;1716.3;75.63729239;84.71376748;29;6;2073.96;562.8928;1150.3;1892.63;575.2
7096;3;1970;2128.8;84.23775875;94.34628981;61;2;2566.76;688.9928;1431.5;2343.98;711.1
3114;3;1949;934.2;55.80322571;62.4996128;19;2;1132.44;304.0352;633.2;1030.02;314.7
5339;3;1994;1601.7;73.06846105;81.83667637;65;4;1926.94;525.2152;1081;1767.27;536.7
10247;2;2009;3074.1;101.2274666;113.3747626;3;4;3692.62;993.5096;2059.8;3387.51;1026.8
3975;1;1952;1192.5;63.04760106;70.61331319;63;2;1432.2;390.08;799.2;1312.15;398.6
2847;2;1979;854.1;53.35728629;59.76016064;16;2;1030.32;275.8896;578;941.91;288.7
187;1;2006;56.1;13.67479433;15.31576965;12;3;75.32;25.7016;49.6;62.81;22.3
1429;3;2007;428.7;37.80211634;42.3383703;21;2;525.54;148.3272;286;475.47;146.5
6104;1;1974;1831.2;78.12809994;87.50347193;57;8;2208.84;593.6672;1232.5;2014.72;613.6
4108;2;1962;1232.4;64.09368144;71.78492321;30;2;1487.08;403.6544;831.5;1356.34;414.2
3390;1;1963;1017;58.22370651;65.21055129;33;6;1223.6;334.852;691.5;1124.7;342.8
949;2;1980;284.7;30.8058436;34.50254483;24;4;350.94;99.8632;192.7;317.67;97.7
10123;1;1948;3036.9;100.6131204;112.6866949;53;2;3648.28;980.6064;2031.1;3346.09;1012.5
6250;2;1940;1875;79.0569415;88.54377448;31;6;2261.8;614;1264.2;2065.2;625
8669;1;1998;2600.7;93.10746479;104.2803606;93;8;3125.24;840.1592;1737.3;2865.57;870.5
531;3;2002;159.3;23.04343724;25.80864971;15;4;205.56;60.4008;119.8;175.23;53.5
